cluster,field,academic_rank
37.0,พืชไร่ (ปรับปรุงพันธุ์พืช),1
37.0,พืชไร่นา,14
37.0,สมุนไพร,1
37.0,สรีรวิทยาของพืช,2
37.0,อนุกรมวิธานพืช,1
37.0,เกษตรศาสตร์พืชสวน,1
37.0,เพาะเลี้ยงเนื้อเยื่อพืช,1
38.0,Cadiovascular Pharmacology,1
38.0,บริหารเภสัชกิจ,4
38.0,วิชาเภสัชกรรม,1
38.0,เทคโนโลยีเภสัชกรรม,3
38.0,เภสัชกรรม,14
38.0,เภสัชกรรมคลินิก,3
38.0,เภสัชกรรมปฏิบัติ,1
38.0,เภสัชกรรมเทคโนโลยี,1
38.0,เภสัชจุลวิทยา,1
38.0,เภสัชพฤกษศาสตร์,6
38.0,เภสัชวิทยา,49
38.0,เภสัชวิทยาคลินิก,1
38.0,เภสัชวิทยาทางสัตวแพทย์,1
38.0,เภสัชวิทยาภูมิคุ้มกันเเละโรคภูมิเเพ้,1
38.0,เภสัชวิทยาเเละพิษวิทยาคลินิก,1
38.0,เภสัชวิทยาและพิษวิทยา,1
38.0,เภสัชวินิจฉัย,2
38.0,เภสัชศาสตร์,149
38.0,เภสัชศาสตร์ (การบริบาลทางเภสัชกรรม),1
38.0,เภสัชศาสตร์สังคม,2
38.0,เภสัชศาสตร์สังคมและการบริหาร,1
38.0,เภสัชศาสตร์สาธารณสุข,1
38.0,เภสัชศาสตร์และเทคโนโลยี,1
38.0,เภสัชอุตสาหกรรม,6
38.0,เภสัชเคมี,14
38.0,เภสัชเวช,1
38.0,เภสัชเวท,8
39.0,"การปกครอง (Social and Political Theory,Plitical Science)",1
39.0,การวิจัยการสื่อสาร(ทางการเมือง),1
39.0,การเมืองการปกครอง,4
39.0,"การเมืองการปกครอง, ปรัชญาการเมือง",1
39.0,การเมืองการปกครองท้องถิ่น,1
39.0,การเมืองระหว่างประเทศ,1
39.0,การเมืองเเละการปกครองไทย,1
39.0,การเมืองและความสัมพันธ์ระหว่างประเทศ,1
39.0,ภูมิศาสตร์การเมือง,1
39.0,รัฐศาสตร์,42
39.0,รัฐศาสตร์ (การเมืองการปกครอง),1
39.0,รัฐศาสตร์และรัฐประศาสนศาสตร์,6
40.0,Computer Science,1
40.0,การสอนวิทยาศาสตร์,2
40.0,ประสาทวิทยาศาสตร์,4
40.0,วิทยาการคอมพิวเตอร์,40
40.0,วิทยาศาสตรศึกษา,1
40.0,วิทยาศาสตร์,3
40.0,วิทยาศาสตร์การกีฬา,4
40.0,วิทยาศาสตร์การประมง,1
40.0,วิทยาศาสตร์การอาหาร,4
40.0,วิทยาศาสตร์การแพทย์,1
40.0,วิทยาศาสตร์การแพทย์พื้นฐาน,1
40.0,วิทยาศาสตร์ชีวภาพ,4
40.0,วิทยาศาสตร์ทั่วไป,3
40.0,วิทยาศาสตร์ทางทะเล,12
40.0,วิทยาศาสตร์ประยุกต์,1
40.0,วิทยาศาสตร์พอลิเมอร์,4
40.0,วิทยาศาสตร์ศึกษา,2
40.0,วิทยาศาสตร์สุขภาพ,15
40.0,วิทยาศาสตร์เชิงคำนวณ,1
40.0,วิทยาศาสตร์เพื่อสุขภาพ,1
40.0,สรีรวิทยาการกีฬา,1
41.0,การผลิตสัตว์,2
41.0,การเพาะเลี้ยงสัตว์น้ำ,4
41.0,อาหารสัตว์,1
41.0,เพาะเลี้ยงสัตว์น้ำ,7
41.0,"แพลงตอนวิทยา, นิเวศน์วิทยาสัตว์น้ำ, การเพาะเลี้ยงสัตว์น้ำ",1
42.0,ระบาดวิทยาของโรคเอดส์และการติดเชื้อ H.I.V.,1
42.0,อายุรศาสตร์ (โรคระบบการหายใจและวัณโรค),2
42.0,อายุรศาสตร์ (โรคระบบทางเดินหายใจ),1
42.0,โรคทางเดินหายใจ,2
42.0,โรคระบบการหายใจเเละวัณโรค,1
42.0,โรคระบบการหายใจและวัณโรค,5
42.0,โรคระบบทางเดินหายใจ,1
42.0,โรคระบบทางเดินหายใจและวัณโรค,1
43.0,นิเทศศาสตร์ (วารสารสนเทศ),1
43.0,บรรณารักษศาสตร์ และสารสนเทศศาสตร์,1
43.0,บรรณารักษ์ศาสคร์และสารสนเทศศาสตร์,1
43.0,บรรณารักษ์และสารนิเทศ,1
43.0,บรรณารักษ์และสารนิเทศศาสตร์,5
43.0,ภูมิสารสนเทศ,1
43.0,ระบบสารสนเทศ,4
43.0,ระบบสารสนเทศเพื่อการจัดการ,4
43.0,วิชาเทคโลยีสารสนเทศ,1
43.0,วิศวกรรมสารสนเทศ,1
43.0,สารสนเทศศาสตร์,2
43.0,เทคโนโนยีสารสนเทศ,2
43.0,เทคโนโลยีสารสนเทศ,16
43.0,เทคโนโลยีสารสนเทศ (1806),2
43.0,เทคโนโลยีสารสนเทศทางบริหารธุรกิจ,1
44.0,การท่องเที่ยวและการโรงแรม,2
44.0,การบริหารการท่องเที่ยวและการโรงแรม,1
44.0,การผดุงครรภ์และการวางแผนครอบครัว,1
44.0,การวางแผนภาคและเมือง,4
44.0,การแนะแนวและการให้คำปรึกษา,1
44.0,กีฬาและนันทนาการ,1
44.0,ปรัชญาและศาสนา,9
44.0,พลศึกษาและนันทนาการ,1
44.0,พลศึกษาและเลื่อนระดับ,1
44.0,พลาสติกและยาง,1
44.0,ภาพยนตร์และภาพถ่าย,1
44.0,ภาพยนตร์และวีดิทัศน์,1
44.0,อนามัยแม่และเด็กและการวางแผนครอบครัว,1
44.0,อุทยานและนันทนาการ,1
45.0,Algebra and Analysis,1
45.0,Algebra and Combinatorics,1
45.0,การสอนคณิตศาสตร์,3
45.0,คณิตศาสตร์,123
45.0,คณิตศาสตร์ อนุสาขาวิชาพีชคณิต,1
45.0,คณิตศาสตร์ประยุกต์,3
45.0,คณิตศาสตร์และสถิติ,4
45.0,ความน่าจะเป็น,1
45.0,คอมพิวเตอร์สายวิชาคณิตศาสตร์สถิติและคอมฯ,2
45.0,ตรรกศาสตร์ พีชคณิตเชิงเส้น และทฤษฎีกราฟ,1
46.0,การธนาคารและการเงิน,1
46.0,การบัญชีและการเงิน,1
46.0,การาเงินและการธนาคาร,1
46.0,การเงิน,9
46.0,การเงิน(ระหว่างประเทศ),1
46.0,การเงินเเละการธนาคาร,1
46.0,การเงินและการธนาคาร,7
46.0,การเงินและการบัญชี,1
46.0,บัญชี การเงิน และการธนาคาร,1
46.0,"เศรษฐกิจการเงินระหว่างประเทศ, นโยบายการเงินเเละการคลัง",1
47.0,การจัดการทรัพยากรมนุษย์,1
47.0,การบริหารงานบุคคล,1
47.0,การบริหารงานยุติธรรมทางอาญา,1
47.0,การบริหารทรัพยากรมนุษย์,4
47.0,การพัฒนาทรัพยากรมนุษย์,7
47.0,พฤติกรรมองค์การและบริหารทรัพยากรมนุษย์,1
47.0,เศรฐศาสตร์(การบริหารทรัพยากรมนุษย์),1
48.0,ธรณีฟิสิกส์ประยุกต์และนิวเคลียร์เทคโนโลยี,1
48.0,พลังงานแสงอาทิตย์,1
48.0,รังสีประยุกต์และไอโซโทป,1
48.0,รังสีรักษา,3
48.0,รังสีรักษาเเละเวชศาสตร์นิวเคลียร์,1
48.0,รังสีรักษาและเวชศาสตร์นิวเคลียร์,1
48.0,รังสีวิทยา,49
48.0,รังสีวิทยา(รังสีรักษาและมะเร็งวิทยา),1
48.0,รังสีวิทยาทั่วไป,1
48.0,รังสีวิทยาวินิจฉัย,3
48.0,รังสีวิทยาและเวชศาสตร์นิวเคลียร์,1
48.0,รังสีวินิจฉัย,10
48.0,รังสีเทคนิค,7
48.0,วิทยุกระจายเสียงและวิทยุโทรทัศน์,1
48.0,วิทยุโทรทัศน์,1
48.0,เวชศาสตร์นิวเคลียร์,5
49.0,"Global Positioning System (GPS) Engineering, GIS Engineering, Applied Information Engineering, Civil Engineering, Energy Conservation",1
49.0,วิศวกรรมระบบควบคุมและเครื่องมือวัด,1
49.0,วิศวกรรมอิเล็กทรอนิกส์,26
49.0,วิศวกรรมอิเล็กทรอนิกส์และการสื่อสาร,1
49.0,วิศวกรรมอิเล็กทรอนิกส์และโทรคมนาคม,1
49.0,วิศวกรรมโทรคมนาคม,23
49.0,วิศวกรรมโทรคมนาคมและการสื่อสาร,1
49.0,วิศวกรรมโยธา(วิศวกรรมขนส่งและจราจร),1
49.0,"วิศวกรรมโยธา,การพัฒนาวัสดุก่อสร้าง,วิศวกรรมขนส่ง",1
49.0,วิศวกรรมไฟฟ้า และเลื่อน,1
49.0,วิศวกรรมไฟฟ้าสื่อสาร,1
49.0,วิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์,2
49.0,อิเล็กทรอนิกส์และโทรคมนาคม,1
50.0,ภาษาจีน,4
50.0,ภาษาญี่ปุ่น,5
50.0,ภาษาญี่ปุ่น,2
50.0,ภาษาตะวันตก,1
50.0,ภาษาตะวันออก,1
50.0,ภาษาต่างประเทศ,1
50.0,ภาษาฝรังเศส,1
50.0,ภาษาฝรั่งเศส,8
50.0,ภาษาพม่า,1
50.0,ภาษาสเปน,2
50.0,ภาษาอังกฤษ,65
50.0,ภาษาเยอรมัน,4
50.0,ภาษาเวียดนาม,2
50.0,ภาษาและวัฒนธรรมมลายู,1
50.0,ภาษาไทย,49
50.0,ภาษาไทยและภาษาตะวันออก,12
50.0,วิชาภาษาอังกฤษ,1
50.0,สาขาภาษาเยอรมัน,1
50.0,สาขาวิช่าภาษาญีปุ่น,1
50.0,ไทย,1
51.0,6802 บริหารธุรกิจ อนุสาขาวิชา 680220 การจัดการอุตสาหกรรม,1
51.0,STRATEGIC MANAGEMENT,1
51.0,การจัดการ,23
51.0,การจัดการการขนส่งและโลจิสติกส์,1
51.0,การจัดการการผลิต,1
51.0,การจัดการชุมชน,1
51.0,การจัดการด้านการผลิตและการดำเนินงาน,1
51.0,การจัดการทั่วไป,2
51.0,การจัดการป่าไม้,2
51.0,การจัดการป่าไม้่,1
51.0,การจัดการสิ่งเเวดล้อม,1
51.0,การจัดการและการบริหารเชิงกลยุทธ์,1
51.0,การบริหาร,1
51.0,การบริหารการขนส่งระหว่างประเทศ,1
51.0,การบริหารการศัึกษา,1
51.0,การบริหารการศึกษา,27
51.0,การบริหารการศึกษาและผู้นำการเปลี่ยนแปลง,1
51.0,การบริหารงานสาธารณสุข,2
51.0,การบริหารจัดการ,1
51.0,การบริหารทั่วไป,4
51.0,การบริหารธุรกิจ,8
51.0,การบริหารธุรกิจและการจัดการ,1
51.0,การบริหารรัฐกิจ,9
51.0,การบริหารโรงพยาบาล,1
51.0,บริหารงานสาธรณสุขมูลฐาน,2
51.0,บริหารงานสาธารณสุข,2
51.0,บริหารธุรกิจ,60
51.0,บริหารธุรกิจ (การตลาด),2
51.0,"บริหารธุรกิจ, การพยากรณ์เพื่อการตัดสินใจในทางธุรกิจ",1
51.0,บริหารธุรกิจระหว่างประเทศ โลจิสติกส์และการขนส่ง,1
51.0,บริหารธุรกิจและการจัดการ,1
51.0,บริหารธุรกิจและการจ้ดการ,1
51.0,บริหารรัฐกิจ,9
51.0,บริหารอุตสหการและปฏิบัติการ,1
51.0,วิทยาการจัดการ,19
52.0,สรีรวิทยาประยุกต์ (สรีรวิทยา-พิษวิทยา),1
52.0,อายุรศาสตร์,137
52.0,อายุรศาสตร์ (ประสาทวิทยา),1
52.0,อายุรศาสตร์ (โรคข้อ),1
52.0,อายุรศาสตร์ (โรคต่อมไร้ท่อ),2
52.0,อายุรศาสตร์ (โรคมะเร็ง),1
52.0,อายุรศาสตร์ (โรคหัวใจ),2
52.0,อายุรศาสตร์ (โรคหัวใจและหลอดเลือด),1
52.0,อายุรศาสตร์ (โรคเบาหวาน),1
52.0,อายุรศาสตร์ (โรคไต),1
52.0,อายุรศาสตร์ (โลหิตวิทยา),3
52.0,อายุรศาสตร์ทั่วไป,13
52.0,อายุรศาสตร์โรคระบบทางเดินอาหาร,1
52.0,อายุรศาสตร์โรคหัวใจ,2
52.0,อายุรศาสตร์โรคไต,1
52.0,เวชศาสตร์ผู้สูงอายุ,1
52.0,โรคไตในเด็ก,1
53.0,Hydrogeology,1
53.0,กีฎวิทยา,3
53.0,กีฏวิทยา,18
53.0,คติชนวิทยา,2
53.0,จักษุวิทยา,44
53.0,ตจวิทยา,10
53.0,ตรรกวิทยา,1
53.0,ธรณีวิทยา,10
53.0,ธรณีวิทยาประยุกต์,1
53.0,ธรณีศาสตร์,1
53.0,นิเวศวิทยา,4
53.0,ปฐพีวิทยา,9
53.0,ปรสิตวิทยา,35
53.0,ปรสิตวิทยาหนอนพยาธิ,1
53.0,ประสาทวิทยา,4
53.0,ประสาทสรีรวิทยา,1
53.0,ปาราสิตวิทยา,3
53.0,พยาธิวิทยา,53
53.0,พยาธิวิทยากายวิภาค,5
53.0,พยาธิวิทยาช่องปาก,3
53.0,พิษวิทยา,4
53.0,มานุษยวิทยา,5
53.0,ระบาดวิทยา,4
53.0,ระบาดวิทยาของโรคติดเชื้อ,1
53.0,ระบาดวิทยาเเละการวิจัย,1
53.0,วนวัฒนวิทยา,2
53.0,วิทยาภูมิคุ้มกัน,2
53.0,วิทยาเอ็นโดดอนต์,4
53.0,วิสัญญีวิทยา,56
53.0,สรัรวิทยา,1
53.0,สรีรวิทยา,52
53.0,สรีรวิทยาระบบสืบพันธุ์,1
53.0,สรีรวิทยาโรคพืช,1
53.0,สัตววิทยา,14
53.0,หทัยวิทยา,7
53.0,อนุรักษวิทยา,2
53.0,อายุรศาสตร์โลหิตวิทยา,3
53.0,โบราณคดี,1
53.0,โภชนวิทยา,8
53.0,โรคพืชวิทยา,1
53.0,โรคระบบโสต นาสิก ลาริงซ์วิทยา,2
53.0,โลหะวิทยา,1
53.0,โลหิตวิทยา,2
53.0,โสต นาสิก ลาริงซ์วิทยา,18
53.0,โสต ศอ นาสิก ลาริงซ์วิทยา,10
53.0,โสต ศอ นาสิกวิทยา,5
53.0,ไวรัสวิทยา,4
54.0,การประถมศึกษา,4
54.0,การมัธยมศึกษา,3
54.0,การศึกษาปฐมวัย,6
54.0,ประถมศึกษา,6
54.0,พื้นฐานการศึกษา,5
54.0,พื้นฐานทางการศึกษา,2
54.0,ภาควิชาการประถมศึกษา,1
54.0,มัธยมศึกษา,6
55.0,การพยาบาลชุมชน,1
55.0,การพยาบาลอนามัยชุมชน,1
55.0,การสาธารณสุข,1
55.0,บ้านและชุมชน,2
55.0,ปรสิตสาธารณสุข,1
55.0,ประชากรเเละสุขภาพ,1
55.0,สหกรณ์,4
55.0,สังคมศาสตร์การแพทย์และสาธารณสุข,1
55.0,สังคมสงเคราะห์ทางการแพทย์,2
55.0,สาธารณสุข,1
55.0,สาธารณสุขชุมชน,1
55.0,อนามัยครอบครัว,3
55.0,อนามัยชุมชน,2
55.0,อาชีวอนามัย,1
55.0,อาชีวอนามัยและความปลอดภัย,7
55.0,เวชศาสตร์ชุมชน,14
55.0,เวชศาสตร์ป้องกันและสังคม,11
55.0,โภชนาการชุมชน,1
55.0,โภชนาการสาธารณสุข,1
56.0,ประวัติศาสตร์,33
56.0,ประวัติศาสตร์ (จีน อินโดนีเซีย และชาวจีนและชาวมุสลิมใปประเทศไทย),1
56.0,ประวัติศาสตร์ (วัฒนธรรมชุมชน),1
56.0,"ประวัติศาสตร์ (ไทยสมัยใหม่,เอเชียตำวันออก)",1
56.0,ประวัติศาสตร์ และเลื่อนระดับ,1
56.0,ประวัติศาสตร์ยุโรป,1
56.0,ประวัติศาสตร์ศิลปะ,3
56.0,ประวัติศาสตร์สถาปัตยกรรม,2
56.0,ประวัติศาสตร์สถาปัตยกรรม (การอนุรักษ์โบราณสถาน),1
56.0,ประวัติศาสตร์และปรัชญาการศึกษา,1
57.0,การใช้คลื่นเสียงความถี่สูงทางสูติศาสตร์,1
57.0,ต่อมไร้ท่อและเมตะบอลิสม,1
57.0,ต่อมไร้ท่อและเมตาบอลิสม,3
57.0,อายุรศาสตร์ (โรคต่อมไร้ท่อและเมตาบอลิซึม),1
57.0,อายุรศาสตร์ต่อมไร้ท่อและเมตะบอลิสม,1
57.0,อายุรศาสตร์โรคข้อและรูมาติสซั่ม,1
57.0,โรคข้อและรูมาติสซั่ม,2
57.0,โรคต่อมไร้ท่อและเมตาบอลิสม,2
57.0,โรคภูมิแพ้และอิมมูโนวิทยา,1
58.0,ชีวเคมี,81
58.0,ชีวเคมีและชีวเคมีเทคโนโลยี,1
58.0,ปิโตรเคมีและวัสดุพอลิเมอร์,1
58.0,พอลิเมอร์,2
58.0,วิศวกรรมเคมี,63
58.0,วิศวกรรมเคมีสิ่งทอ,1
58.0,สิ่งแวดล้อมทางเคมี,1
58.0,อาหารเคมี,3
58.0,อินทรีย์เคมี,3
58.0,เคมี,134
58.0,เคมี (พอลิเมอร์),1
58.0,เคมี (เคมีฟิสิกัล),1
58.0,เคมี (เคมีอินทรีย์),1
58.0,เคมี:พอลิเมอร์,1
58.0,เคมีคลินิก,6
58.0,เคมีคอมพิวเตอร์,1
58.0,เคมีฟิสิคัล (ประยุกต์),2
58.0,เคมีวิศวกรรม,8
58.0,เคมีวิเคราะห์,8
58.0,เคมีสิ่งทอ,1
58.0,เคมีอนินทรีย์,8
58.0,เคมีอินทรีย์,6
58.0,เคมีอินทรีย์สังเคราะห์,1
58.0,เคมีอุตสาหกรรม,1
58.0,เคมีเทคนิค,3
58.0,เคมีและอุตสาหกรรมและประยุกต์,1
58.0,เทคโนโลยีชีวเคมี,3
58.0,เทคโนโลยีทางกระบวนการเคมีและฟิสิกส์,1
59.0,กุมารเวชศาสตร์เขตร้อน,2
59.0,ชีวโมเลกุลและพันธุศาสตร์โรคเขตร้อน,1
59.0,สุขวิทยาเขตร้อน,1
59.0,อายุรศาสตร์เขตร้อน,10
59.0,อายุรศาสตร์เขตร้อนคลินิก,1
59.0,โภชนศาสตร์เขตร้อนและวิทยาศาสตร์,1
59.0,โภชนศาสตร์เขตร้อนและวิทยาศาสตร์อาหาร,2
59.0,โรคติดเชื้อและอายุรศาสตร์เขตร้อน,1
